DMV ID,DMV Snapshot (Date),ZIP Code,VIN Prefix,VIN Model Year,Registration Valid Date,Registration Expiration Date,Make,Model,Model Year
1,DMV Direct (6/30/2018),46205,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53140,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53144,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53207,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53217,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53226,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53538,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),53558,1FADP3R4,D,6/30/2018,,Ford,Focus EV,2013
1,DMV Direct (6/30/2018),43615,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),49080,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),53144,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),53144,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),53190,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),53213,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),53548,1FADP3R4,E,6/30/2018,,Ford,Focus EV,2014
1,DMV Direct (6/30/2018),12345,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),12345,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),12345,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),21152,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),21152,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),21152,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),48331,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),48451,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53018,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53022,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53051,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53066,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53072,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53074,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53078,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53089,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53089,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53098,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53110,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53126,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53130,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53130,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53132,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53144,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53151,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53168,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53177,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53190,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53210,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53211,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53214,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53216,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53217,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53221,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53221,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53226,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53403,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53405,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53406,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53523,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53527,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53538,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53555,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53559,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53562,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53572,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53575,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53589,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53590,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53590,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53593,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),53704,1FADP5CU,D,6/30/2018,,Ford,C-Max Energi,2013
1,DMV Direct (6/30/2018),21152,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),30348,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53045,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53051,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53081,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53081,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53090,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53150,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53151,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53191,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53208,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53210,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53211,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53218,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53225,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53227,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53402,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53527,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53538,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53572,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53593,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53593,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53597,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),53703,1FADP5CU,E,6/30/2018,,Ford,C-Max Energi,2014
1,DMV Direct (6/30/2018),46217,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53031,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53110,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53110,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53121,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53158,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53186,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53188,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53189,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53211,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53211,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53213,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53213,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53221,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53536,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),53546,1FADP5CU,F,6/30/2018,,Ford,C-Max Energi,2015
1,DMV Direct (6/30/2018),48126,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),48126,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),49685,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53012,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53040,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53186,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53545,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53590,1FADP5CU,G,6/30/2018,,Ford,C-Max Energi,2016
1,DMV Direct (6/30/2018),53704,1E9EB25S,8,6/30/2018,,E-Ride,EXV,2008
1,DMV Direct (6/30/2018),30348,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),48126,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),52101,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53005,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53045,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53073,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53092,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53126,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53168,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53209,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53219,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53578,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53593,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),53704,1FADP5FU,H,6/30/2018,,Ford,C-Max Energi,2017
1,DMV Direct (6/30/2018),21152,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),21152,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),21152,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),30009,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),30009,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),40222,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53012,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53029,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53038,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53045,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53066,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53066,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53089,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53089,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53092,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53105,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53142,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53158,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53178,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53188,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53212,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53212,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53215,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53215,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53221,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53222,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53228,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53233,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53402,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53403,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53404,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53520,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53528,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53545,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53545,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53546,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53548,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53558,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53558,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53575,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53575,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53578,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53589,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53589,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53590,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53703,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),53703,1G1RA6E4,C,6/30/2018,,Chevrolet,Volt,2012
1,DMV Direct (6/30/2018),12345,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),21152,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),33647,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),50651,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53024,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53038,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53040,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53045,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53059,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53066,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53066,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53080,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53089,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53089,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53090,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53092,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53095,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53110,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53115,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53122,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53128,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53129,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53132,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53142,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53142,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53144,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53147,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53149,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53158,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53168,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53207,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53210,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53215,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53217,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53221,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53221,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53221,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53221,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53226,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53226,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53226,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53226,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53226,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53235,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53235,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53235,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53235,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53237,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53402,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53403,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53406,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53511,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53523,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53538,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53538,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53545,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53545,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53546,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53546,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53546,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53548,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53549,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53551,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53562,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53563,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53563,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53574,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53581,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53597,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53703,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53703,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53704,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53704,1G1RA6E4,D,6/30/2018,,Chevrolet,Volt,2013
1,DMV Direct (6/30/2018),53572,1FABP205,2,6/30/2018,,Ford,Think Neighbor,2002
1,DMV Direct (6/30/2018),21152,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53005,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53015,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53081,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53081,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53081,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53081,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53086,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53089,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53089,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53095,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53110,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53115,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53140,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53142,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53147,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
1,DMV Direct (6/30/2018),53150,1G1RA6E4,E,6/30/2018,,Chevrolet,Volt,2014
