fips,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,median income (family),median income (nonfamily),total population,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",commute time,count,state,Per Capita CO2
6115,0.0089290093282134,0.020537618842763,0.025620423750803274,0.008830296662273352,0.010002285223343371,0.0036882641546690533,57391.0,30033.0,74644,25880,0.0,3.5587326120556413,4.447449768160742,4.037867078825348,1.6383307573415766,4.6483771251932,11.190108191653788,0.0,11.121054605862494,101,California,9.160473334072224
6013,0.0003073609544606189,0.0010867521144613793,0.0013496431841195974,0.0005013019231233424,0.00157225396275288,0.0009027347015702332,103598.0,52290.0,1123678,389597,0.0,1.9538138127346976,5.186128229940169,4.6622535594473264,3.9207180753445225,9.102226146505236,1.7769644016766044,0.0,16.07737269929642,12882,California,9.160473334072224
6027,0.028182370749055243,0.1212476272097618,0.10209690582187217,0.02990412330285605,0.0635236073797033,0.03748587577661047,70767.0,33306.0,18195,8026,0.0,2.1679541490156997,3.4637428357837035,1.2957886867680042,1.6321953650635437,2.5043608273112383,27.037129329678546,0.0,7.156636438582027,26,California,9.160473334072224
6035,0.030544420725818238,0.07335709638779156,0.06353239510970192,0.021446727147648902,0.017781396660550713,0.010299275748870941,66290.0,32554.0,31470,9441,0.0,3.548352928715179,1.6947357271475483,2.2667090350598453,1.4934858595487766,3.11407689863362,16.70373901069802,0.0,5.455513187162377,8,California,9.160473334072224
6099,0.0011780496388252067,0.0033042192753879496,0.0029493930241671763,0.0008944534855709681,0.0013290476889665948,0.0006295012180369334,60757.0,32017.0,535684,171324,0.0,2.8262239966379488,4.373000863860288,3.0147556676239167,1.92967710303285,5.335504657841284,4.459970582055052,0.0,10.686496143248633,1188,California,9.160473334072224
6083,0.0009889655737260821,0.002421049687699588,0.0030649372077739268,0.0010715662123807592,0.002753235723103562,0.001871788562431995,78481.0,44150.0,442996,144015,0.0,3.3468735895566435,6.906225046002152,7.8443217720376355,6.120195812936152,8.04846717355831,5.093219456306635,0.0,8.576115811429448,2353,California,9.160473334072224
6089,0.0026121447468895674,0.010054039545400708,0.012559974149508348,0.0044764451354852314,0.005465136611675792,0.0028801691660274827,59787.0,26895.0,178919,70486,0.0,2.609028743296541,5.913230996226201,3.8660159464290778,1.6528104871889455,3.661720057883835,12.525891666430216,0.0,7.388035926871938,296,California,9.160473334072224
6095,0.0010115826190805236,0.003634086775756364,0.0044846300928338394,0.0015585982986773587,0.0027863974535289595,0.0012026945705222775,83654.0,45226.0,434981,147352,0.0,2.1384168521635267,5.853330799717683,6.3215972636950974,3.800423475758728,5.046419458168196,3.044410662902437,0.0,13.609755368625295,2424,California,9.160473334072224
6015,0.0339546460794234,0.08272876225060924,0.06780305939833238,0.022614298894508437,0.02250806613399401,0.0147265164263123,54061.0,25152.0,27442,9683,0.0,4.502736755137871,5.287617473923371,1.8899101518124548,0.8881544975730663,2.3443147784777447,23.07136218114221,0.0,4.062750528387143,47,California,9.160473334072224
6011,0.027918221399650073,0.0678880973786522,0.06162383807391705,0.027744816297788896,0.033033671904554904,0.013005382639588543,62493.0,31970.0,21479,7047,0.0,1.40485312899106,3.1786575847878527,3.5476089115935863,1.2629487725273163,1.9724705548460335,7.889882219384135,0.0,10.159458075329393,12,California,9.160473334072224
6021,0.03094708756029917,0.06267586139023737,0.05711435579969084,0.01694080735184907,0.023309628270055567,0.006522595266332206,53364.0,19854.0,27935,9936,0.0,2.5966183574879227,5.183172302737519,3.9955716586151366,1.6505636070853462,2.113526570048309,10.748792270531402,0.0,8.35743690710578,24,California,9.160473334072224
6007,0.002055278276778257,0.006511075837878775,0.008442927004021654,0.00292123973030954,0.005089100882763198,0.002570280853423,61054.0,26281.0,225207,86167,0.0,2.577552891478176,7.440203326099319,4.61313495885896,3.434029268745576,5.550848932886139,14.353522810356633,0.0,7.609621370561307,395,California,9.160473334072224
6031,0.005783657046189925,0.010408809235216629,0.010623839796152014,0.003360683818330368,0.003776557356799217,0.00153979616108989,52533.0,35812.0,150183,42349,0.0,3.5349122765590684,7.2020590804977695,5.553850149944509,2.4061961321400744,3.9434225129282874,4.547923209520887,0.0,7.880718856328612,183,California,9.160473334072224
6063,0.020223157782708563,0.10513760167427896,0.1380822381186067,0.04994463931949605,0.05151343153113072,0.041786919818995835,67950.0,31259.0,18724,8287,0.0,2.65476046820321,2.5220224447930493,1.5083866296609147,0.6998913961626645,2.1238083745625675,20.99674188487993,0.0,7.801484725486008,18,California,9.160473334072224
6079,0.0012407818460085493,0.004690527510511982,0.006287639064967522,0.0023928635929187057,0.005008369532281222,0.003043076100964682,83084.0,39249.0,280119,105044,0.0,3.6917862990746735,5.892768744526102,4.793229503826968,2.9673279768477974,3.979284871101633,9.69593694071056,0.0,9.309150753786783,1648,California,9.160473334072224
6019,0.0006802588848120022,0.0014233860248344438,0.0014551856039653186,0.0005219918922089388,0.0008302423095002272,0.0004238284345787542,53907.0,30601.0,971616,301824,0.0,3.3121951865988124,9.124854219677694,7.798915924512298,2.9924724342663263,4.8942430025445285,4.083505619168787,0.0,8.374383501300926,3198,California,9.160473334072224
6029,0.0008340164355382124,0.0018867611341154672,0.0015743902381554474,0.0004935954852417466,0.0007190319330205298,0.0003568806082196525,55176.0,32651.0,878744,264993,0.0,3.8910461785783017,7.047733336352281,4.57106414131694,1.9762786186804933,3.32914454344077,8.158328710569714,0.0,8.499739400781115,1492,California,9.160473334072224
6059,0.0001446756437284739,0.00037064115638827153,0.0004392100916318692,0.00016714437315701997,0.0005398037690837183,0.00029672740071529785,92236.0,52807.0,3155816,1024976,0.0,1.7960420536675978,7.489443655266075,7.176460717128987,5.809306754499617,13.966180671547432,2.9235806496932613,0.0,12.558726491024823,38133,California,9.160473334072224
6111,0.0004966455615867272,0.001479864657124641,0.0018358496228233175,0.0007059044561914202,0.0015952617140815569,0.0009541715904232617,91732.0,50386.0,847834,270046,0.0,1.3742103197233064,4.809921272672064,5.193929923050146,4.659946823874451,6.5477733423194575,3.979322041429979,0.0,11.877189402642498,6264,California,9.160473334072224
6009,0.011220938335560456,0.046548668687904436,0.05257290379957715,0.020205570260082958,0.02121043040953613,0.011319454036487238,75710.0,30335.0,45057,17812,0.0,1.6954861890860096,1.9256680889288118,0.9431843700875816,0.4715921850437908,1.5551313721086908,12.732988996182348,0.0,11.801495882992654,115,California,9.160473334072224
6101,0.006141563606580214,0.01684524396814641,0.01701490042136686,0.007475829519326834,0.00809753832854757,0.003742292990714267,61590.0,32040.0,95583,32188,0.0,2.0131726109108983,5.001864048713807,3.1222815956256986,3.2620852491611783,5.756803777805394,5.787871256368833,0.0,9.879319544270423,112,California,9.160473334072224
6081,0.0004124690150152507,0.0014479221989177676,0.0016472853682733364,0.0006783494827866138,0.0026339614875908373,0.0018988569820651343,124485.0,65991.0,763450,261796,0.0,2.859860349279592,4.72390716435698,7.328988983788903,6.246466714541093,14.689300065700012,1.1214839034973798,0.0,13.94992468400026,12615,California,9.160473334072224
6109,0.010385176807072335,0.041131083085086964,0.04438053847317986,0.013335159082067694,0.018457181981942947,0.01052630781439417,67423.0,32306.0,53899,22267,0.0,1.7514707863654737,3.4715049175910537,2.6361880810167517,1.1676471909103157,2.007454978218889,13.266268469034893,0.0,9.232360526169316,95,California,9.160473334072224
6097,0.0008482772807780108,0.002709769112270622,0.0035744245563595627,0.0013383469946413064,0.0030690526169210915,0.0017233334563125779,86604.0,45495.0,500943,190058,0.0,2.423470729987688,4.641214787065001,3.7704279746182734,2.753370023887445,6.6979553609950635,5.254711719580339,0.0,11.380386590889582,6252,California,9.160473334072224
6103,0.009614560112242106,0.03491340263327437,0.03184104320063122,0.008332118786818237,0.010504519394602528,0.004982272049843608,52583.0,24351.0,63247,23712,0.0,1.4802631578947367,3.698549257759784,4.124493927125506,1.4380904183535763,1.674257759784075,24.22823886639676,0.0,8.23588470599396,56,California,9.160473334072224
6025,0.004622578671934986,0.00788339569101538,0.008102018650249178,0.0021534979063510084,0.003301577231818897,0.0014840422910701102,51447.0,19923.0,179957,45198,0.0,2.969157927341918,7.973804150626132,9.372096110447364,3.5576795433426254,4.21036329041108,12.803663878932698,0.0,6.497996743666543,109,California,9.160473334072224
6051,0.028538558051100664,0.09285151422654203,0.13464734569854406,0.033345584673183215,0.11385063052300792,0.04083442614758551,76196.0,52139.0,14058,4899,0.0,5.939987752602573,30.4551949377424,31.63911002245356,21.94325372525005,18.166972851602367,14.553990610328636,0.0,8.10001422677479,22,California,9.160473334072224
6069,0.007753567870708635,0.026761284085787908,0.0283648694977891,0.009885871661304415,0.014467129260445485,0.006362050819352532,84489.0,48320.0,58671,17440,0.0,1.662844036697248,5.837155963302753,2.041284403669725,1.0894495412844036,2.396788990825688,5.321100917431194,0.0,14.91955139677183,347,California,9.160473334072224
6001,0.0002488924491026329,0.0007674067742457326,0.0007912277287977281,0.00027856132373354884,0.0011038259807948695,0.0008139529043780781,103600.0,52450.0,1629615,569070,0.0,4.008997135677509,7.163617832604072,5.897868452035778,5.342049308520919,16.870683747166428,1.312668037324055,0.0,14.105159807684636,24758,California,9.160473334072224
6067,0.00028383149723885086,0.0010023382481543104,0.0011098052573655104,0.00043373169762869074,0.0008787771241731744,0.00045197676244151084,70821.0,41078.0,1495400,532050,0.0,1.694953481815619,5.407386523822949,6.7598909876891256,5.393478056573629,8.54186636594305,2.493562635090687,0.0,11.054206232446168,6860,California,9.160473334072224
6017,0.001849225314344184,0.008320345367746715,0.01060427009247702,0.004174925587250037,0.008281491186576449,0.0046449735384000825,93154.0,36923.0,185015,68084,0.0,2.4411021679102287,4.067034839316139,3.215145996122437,2.1928793842899945,3.73215439750896,6.948769167498972,0.0,11.317974218306626,1314,California,9.160473334072224
6055,0.002631974691911123,0.008914915232968595,0.011483517325762423,0.004305313082889207,0.01123807424346687,0.005789539590787107,93082.0,47758.0,141005,49044,0.0,3.0605170866976588,4.430715276078623,3.882228203246064,2.3876519044123645,6.757197618465053,7.332191501508849,0.0,11.214141342505584,1222,California,9.160473334072224
6053,0.0013501780221372493,0.003016982223698096,0.002708510194325301,0.0011671093592320054,0.002109793059222677,0.0013778914732902998,69222.0,43731.0,433168,125939,0.0,3.2547503156289954,6.5420560747663545,8.103923327960363,5.455021875669967,5.942559493087924,5.156464637642033,0.0,9.15518921065268,1566,California,9.160473334072224
6075,0.00041510111611346544,0.0011255363811485282,0.0013257906059703439,0.0004858153035388452,0.0030563469716186377,0.0020452760017701846,114049.0,77582.0,864263,358772,0.0,10.748330415974493,12.461117367018607,11.123499046748352,10.727147046034807,28.94484519416231,0.14661121826675438,0.0,17.56492526001923,7748,California,9.160473334072224
6091,0.1862258920070045,0.7064569322588299,0.9767848400109332,0.3039687140501428,0.4133013345187713,0.18142006253585602,86205.0,19004.0,2885,1208,0.0,1.73841059602649,0.0,0.0,1.3245033112582782,3.47682119205298,17.715231788079468,0.0,9.244367417677642,3,California,9.160473334072224
6073,0.00013049068059197962,0.00037893222690408884,0.00045656574685770283,0.00016977486655025332,0.00046880136386859815,0.00029254096182549315,81823.0,48591.0,3283665,1111739,0.0,2.010453892505345,5.361959956428622,8.59752154057742,7.023411070404115,15.305480872758805,3.833093918626584,0.0,11.469186107596238,23347,California,9.160473334072224
6107,0.0014809575334519419,0.0032714553808725405,0.00275028184119327,0.0009183124323707938,0.0011758351521412179,0.0005766589734907178,47280.0,29536.0,458809,135144,0.0,3.021961759308589,6.172675072515242,3.0153021961759308,1.2334990824601906,2.9797845261350853,7.348457941159062,0.0,8.038214158832979,609,California,9.160473334072224
6113,0.0018196545960295699,0.005183969178621869,0.005520909476464185,0.0018136812617933636,0.005699224565145014,0.0054521055154471395,81149.0,32667.0,212605,72845,0.0,1.8010844944745692,6.743084631752351,7.789141327476147,5.373052371473677,9.73436749262132,4.392889010913584,0.0,9.715975635568306,1344,California,9.160473334072224
6023,0.003364829909863577,0.0119634765226524,0.013779623992214513,0.004674918291476318,0.009624383171032813,0.0050202804677517785,56696.0,26864.0,135490,53966,0.0,4.452803617092243,8.357113738279658,4.704814142237705,1.8511655486787977,2.6498165511618423,9.607901271170736,0.0,7.123034910325486,960,California,9.160473334072224
6057,0.003458918221100932,0.014213400266346982,0.021845745414772126,0.008263938087880387,0.017539243800042438,0.009970365040995287,75931.0,38397.0,98838,40386,0.0,1.8496508691130589,3.642351309859852,2.094785321646115,1.2405288961521321,3.761204377754668,7.750210468974397,0.0,9.104089520225015,475,California,9.160473334072224
6003,0.469869935855844,1.914029003412776,1.3888802515738918,0.2902137839109624,0.8360920917434869,0.601157123815565,72857.0,28611.0,1203,304,0.0,3.6184210526315783,2.960526315789473,27.96052631578948,41.44736842105263,92.76315789473685,4.276315789473684,0.0,5.6899418121363246,3,California,9.160473334072224
6039,0.00466130031009596,0.009989638648017305,0.010104095833181562,0.0031842575872619893,0.0037502546567555633,0.0018241875921233602,53712.0,29063.0,154440,44458,0.0,2.049125016869855,5.382608304467137,2.5889603670880383,1.1673939448468218,1.932160690989248,7.074092401817445,0.0,8.061836311836311,281,California,9.160473334072224
6045,0.005526583040830328,0.02113451042321784,0.022611836213617058,0.006293329494379701,0.013214946968584357,0.006750503700073536,59127.0,27430.0,87497,34182,0.0,3.030834942367328,3.768065063483705,3.9670001755309814,2.1151483236791293,2.6973260780527757,12.562167222514775,0.0,7.436940695109548,601,California,9.160473334072224
6087,0.001156380283090354,0.0036949262757088545,0.005241275219408254,0.002163174373220439,0.005620664373084568,0.0038348703864013174,90531.0,44524.0,273263,95536,0.0,3.5839892815273826,6.803717970189247,4.199464076369117,3.1987941718305133,6.41014905375984,6.472952604253894,0.0,11.83173353143309,3053,California,9.160473334072224
6105,0.045774569224972236,0.18939375107350334,0.17874439756486588,0.049540086487694895,0.09154913844994447,0.024122844964316992,48596.0,22786.0,13037,5462,0.0,0.36616623947272064,2.0688392530208715,1.739289637495423,0.585865983156353,1.5928231417063348,37.87989747345296,0.0,5.2320319091815595,22,California,9.160473334072224
6037,5.97253673538321e-05,0.00013795804024869428,0.00012846012946830606,4.611702853637988e-05,0.00013555198379705915,7.245713864096374e-05,68272.0,42316.0,10105722,3295198,0.0,2.7202917700241382,6.011869392977296,8.274495189666903,8.192618470877926,20.09548439881306,1.670248646667059,0.0,13.552932685066937,83975,California,9.160473334072224
6065,0.00026120104750430943,0.0007137063530877159,0.0006824497854445825,0.0002154656660062954,0.00037022669614057664,0.0002120542194541865,68846.0,34420.0,2355002,711724,0.0,1.6724179597709226,4.086977536235956,4.9551511540990605,3.9686732497428783,5.153261657608849,10.425811129033164,0.0,12.708674982017,9774,California,9.160473334072224
6071,0.00033511392486336347,0.0007654435240416288,0.0007290356353170594,0.0002400582656863064,0.00037450431796275715,0.00020259472153845727,63170.0,34026.0,2121220,623642,0.0,1.9692387619820344,5.280914370744754,4.985712957113216,3.767385775813688,6.340015585864968,6.384752790863987,0.0,11.898105807035575,7400,California,9.160473334072224
6085,0.00019536874865764628,0.0005304747182913062,0.000570603005912849,0.0002454620360705941,0.0009630405759947523,0.0008317571790176008,122700.0,67524.0,1911226,630451,0.0,1.7282865758004984,5.74699699104292,5.218169215371217,5.892448421844045,16.440452945589744,3.0329081879479927,0.0,13.063355668037168,44014,California,9.160473334072224
6041,0.0008308839188530589,0.0031530074825832284,0.005094382753703805,0.001790399017641791,0.00911752504090332,0.007035022989510461,136857.0,60101.0,260814,104846,0.0,3.4956030749861697,4.42267706922534,5.994506228182288,5.165671556377926,9.435743852889,1.3562749174980449,0.0,13.80340012422646,5227,California,9.160473334072224
6061,0.0006263256606062831,0.0035348605609668783,0.004932803505276826,0.002098230077271236,0.004637668783860217,0.0023154919023140644,98552.0,42691.0,374985,138564,0.0,1.190063797234491,4.55096561877544,5.002742415057302,2.8015934874859267,5.168009006668399,3.196356918102826,0.0,11.182793978425806,2625,California,9.160473334072224
6093,0.012581398455158372,0.04204002520712735,0.051629119583395285,0.017959101905580508,0.025210293800457858,0.012808328041388158,51227.0,25318.0,43530,19018,0.0,2.79209170259754,3.664948995688296,3.1969712903565046,2.029656115259228,2.0401724681880324,15.948049216531706,0.0,6.350562830232023,47,California,9.160473334072224
8071,0.035855037603569936,0.14841388824207502,0.13003693303578848,0.06751533543179186,0.06586740194861941,0.038152157004355765,52923.0,27517.0,14151,6327,0.0,3.7774616721985135,4.1409830883515095,3.6668247194562986,2.244349612770665,1.2486170380907224,14.904378062272801,0.0,7.925234965726804,10,Colorado,15.59525144659225
8125,0.0376742258027328,0.2103885337035728,0.14883765570378335,0.059495920228731285,0.09041814192655873,0.046285477414786017,50945.0,34127.0,10109,4053,0.0,2.3686158401184305,2.245250431778929,0.838884776708611,0.8635578583765112,2.9607698001480385,11.54700222057735,0.0,6.851815214165595,4,Colorado,15.59525144659225
8073,0.10666089056920816,0.7088846880907372,0.20774259609325774,0.07613946649863475,0.1266803192606595,0.04955629069523209,60238.0,24325.0,5520,1477,0.0,0.0,0.6093432633716994,3.791469194312796,1.6249153689911984,2.2342586323628977,18.686526743398787,0.0,4.08786231884058,4,Colorado,15.59525144659225
8107,0.005881749390216374,0.06210385817463419,0.051048191699041234,0.020543989990469226,0.10263568420176994,0.05256497520941223,82122.0,41637.0,24359,9478,0.0,2.416121544629669,6.182738974467187,10.033762397130195,10.434690863051275,23.6864317366533,11.014982063726523,0.0,9.484174227185024,34,Colorado,15.59525144659225
8117,0.009825703743051126,0.050668029900802825,0.04539294010326615,0.019436328717533168,0.09014064390082503,0.030914742998009937,90271.0,51457.0,29722,9455,0.0,7.265996827075622,18.36065573770492,34.130089899524066,34.51084082496034,84.45267054468535,3.55367530407192,0.0,9.52139829082834,82,Colorado,15.59525144659225
8003,0.02653850080490449,0.08859891594528765,0.09005872064400594,0.021747346921931608,0.057718431933938975,0.034698434761842686,46274.0,18658.0,16345,6049,0.0,5.686890395106629,5.8356753182344185,8.927095387667382,4.6288642750867925,2.3144321375433963,20.44966110100843,0.0,5.572652187213214,6,Colorado,15.59525144659225
8019,0.01482051152727133,0.17026083715188092,0.1923165590310485,0.06430001457894886,0.24903127243462225,0.13606863339211314,87684.0,40987.0,9257,4374,0.0,1.211705532693187,3.2921810699588483,0.7773205304069501,4.869684499314129,1.577503429355281,6.470050297210793,0.0,14.182240466673868,128,Colorado,15.59525144659225
8029,0.01850904517707351,0.09054099199932944,0.057936597033561466,0.018903320695638392,0.030468735906874857,0.01623100884758754,54679.0,22658.0,30217,12119,0.0,2.61572737024507,1.4770195560689825,1.8895948510603184,0.4868388480897764,2.0628764749566795,20.092416866078054,0.0,8.119270609259688,18,Colorado,15.59525144659225
8043,0.01328020513897882,0.06535113430387911,0.042935032148349,0.013487420545100194,0.01788959672847875,0.01066468623504679,56007.0,28486.0,46601,16762,0.0,2.678677962057034,1.9329435628206662,1.7778308077795013,1.079823410094261,3.0187328481088174,15.028039613411288,0.0,6.627754769210961,43,Colorado,15.59525144659225
8101,0.00300384762748934,0.012005274021752018,0.011003367004674995,0.004735640534344238,0.005724058900480807,0.0032713725378083354,54097.0,26442.0,163368,63489,0.0,1.9263179448408383,4.054245617351037,2.482319771928996,2.3216620201924743,6.84528028477374,6.39165839751768,0.0,8.395432398021644,124,Colorado,15.59525144659225
8085,0.011497106998024668,0.05789187764909719,0.042701832956280814,0.013349551472758372,0.02708751872247704,0.01348699090152894,57310.0,23382.0,40908,16951,0.0,1.5220340982832872,3.309539260220636,1.993982655890508,1.5397321691935582,2.294849861365111,20.936817886850335,0.0,6.918328933215998,23,Colorado,15.59525144659225
8087,0.021861084330088668,0.07171548312334468,0.05457052629766495,0.01940819227685721,0.02487030241601181,0.014578270811215871,57443.0,30512.0,28123,10599,0.0,3.0380224549485804,2.387017643173884,3.4154165487310117,3.236154354184357,4.0192470987829045,14.60515142938013,0.0,7.8265121075276465,8,Colorado,15.59525144659225
8093,0.011414166170652287,0.13539441896292145,0.13276846048807814,0.04674206085221107,0.09390427506039704,0.03851405763103533,71529.0,39444.0,16900,7389,0.0,0.2977398836107728,1.1097577480037897,2.3819190688861824,0.04060089321965083,0.0,7.673568818514006,0.0,18.699112426035498,46,Colorado,15.59525144659225
8109,0.10156771763696533,0.3201374629439641,0.25715552038966955,0.040328358473500935,0.1926799349289489,0.10206559860577401,45379.0,22167.0,6338,2626,0.0,3.5034272658035035,2.6656511805026657,2.5894897182025893,0.03808073115003808,0.0,31.53084539223153,0.0,6.7063742505522255,23,Colorado,15.59525144659225
8077,0.003135833371067064,0.012956145194070257,0.012050579025412692,0.003858028036245839,0.008291011550148077,0.004141215062554214,64409.0,31772.0,148798,60562,0.0,2.8285063240976185,5.2541197450546555,3.8109705756084673,2.336448598130841,3.8621577887123935,10.0310425679469,0.0,8.612078119329562,112,Colorado,15.59525144659225
8053,0.6395002974419989,2.037477691850089,2.5580011897679955,0.5353955978584175,3.1380130874479484,0.892325996430696,59886.0,26250.0,820,368,0.0,8.695652173913043,9.239130434782608,8.423913043478262,0.8152173913043478,0.0,29.6195652173913,0.0,5.689024390243902,6,Colorado,15.59525144659225
8041,0.00040598156988591095,0.0019065191410138837,0.0023815843337287148,0.0010660310088533881,0.002148992555914372,0.0013886993985063292,75646.0,37046.0,674826,249745,0.0,1.378606178301868,4.314400688702476,4.220304710805022,4.799695689603396,8.153116178502072,3.4142825682195843,0.0,10.456036074484386,1,Washington,10.60372749221663
8121,0.07177918681186299,0.5002922839838885,0.46699711901694,0.14961203998135295,0.18506922864745395,0.0566450209177955,60464.0,28819.0,4809,2012,0.0,2.6341948310139163,1.143141153081511,0.8946322067594433,0.9940357852882704,0.3976143141153081,8.896620278330019,0.0,9.634019546683303,4,Colorado,15.59525144659225
8049,0.01905564004241429,0.14001554218215198,0.1001677769136022,0.050358070327914985,0.1467786950029609,0.04848449420863685,74158.0,42355.0,14793,5724,0.0,3.30188679245283,5.118798043326344,17.540181691125092,25.9958071278826,20.457721872816208,14.116002795248079,0.0,11.605827080375853,43,Colorado,15.59525144659225
8005,0.0004721342021661108,0.0022197031173690467,0.002323130509482359,0.0009013795276223432,0.002874446135455485,0.0015893079414053199,84049.0,45921.0,626612,235263,0.0,0.8271593918295695,2.842350900906645,6.177767009687032,9.78181864551587,14.557750262472211,1.0103586199274854,0.0,13.430735447134749,2384,Colorado,15.59525144659225
8089,0.029481340582070362,0.10300601724583976,0.10110015280417056,0.04314996212466662,0.042048134244326615,0.022840594168129245,45578.0,19265.0,18325,7490,0.0,3.431241655540721,3.3511348464619486,4.566088117489986,1.1882510013351135,3.057409879839786,8.437917222963952,0.0,5.956889495225103,10,Colorado,15.59525144659225
8014,0.0025699947949788947,0.0155119271523679,0.020780174486331224,0.008883663740459057,0.03609366512910565,0.020874552826259832,104453.0,51389.0,64283,25938,0.0,0.26601896830904465,2.3286298095458404,3.8900454930989286,6.13000231320842,17.441591487393012,2.795126840928368,0.0,13.57536207084299,977,Colorado,15.59525144659225
8091,0.031870067674010225,0.3006871602287051,0.395835478211982,0.14457001712993042,0.5043784623191183,0.35103262945286623,71808.0,38177.0,4653,2204,0.0,4.99092558983666,5.036297640653356,5.44464609800363,1.6787658802177858,0.0,12.47731397459165,0.0,11.092843326885882,14,Colorado,15.59525144659225
8103,0.05582141927865747,0.3232990533222245,0.2681754017845503,0.11443390952124785,0.13397140626877796,0.07349820205023233,78523.0,28859.0,6557,2417,0.0,4.054613156805957,5.75093090608192,6.661150186181216,3.0202730657840298,4.8820852296235,12.743069921390154,0.0,7.30593259112399,5,Colorado,15.59525144659225
8123,0.0015680834832422768,0.006077089043710539,0.005409777778540728,0.0020377001114840272,0.004146565392766818,0.0018610733045136035,77042.0,36675.0,285729,99817,0.0,2.359317551118547,3.042567899255638,3.742849414428404,3.226905236582947,4.149593756574531,7.677048999669394,0.0,12.087939971091487,1031,Colorado,15.59525144659225
8021,0.055443723121941436,0.2413609903297559,0.2398543674188336,0.04188411692364055,0.11164075769934403,0.04098014317708715,50144.0,16429.0,8147,2992,0.0,3.2085561497326207,1.6042780748663104,3.108288770053476,1.8048128342245988,0.3342245989304813,27.239304812834224,0.0,7.170123972014237,7,Colorado,15.59525144659225
