id,geographic area name,commute time,year
0500000US13113,"Fayette County, Georgia",1358890,2010
0500000US05127,"Scott County, Arkansas",91865,2010
0500000US28127,"Simpson County, Mississippi",385580,2010
0500000US29199,"Scotland County, Missouri",44425,2010
0500000US21011,"Bath County, Kentucky",105545,2010
0500000US29057,"Dade County, Missouri",75240,2010
0500000US55075,"Marinette County, Wisconsin",375365,2010
0500000US29159,"Pettis County, Missouri",385460,2010
0500000US29165,"Platte County, Missouri",1007880,2010
0500000US51111,"Lunenburg County, Virginia",138800,2010
0500000US17077,"Jackson County, Illinois",442160,2010
0500000US41029,"Jackson County, Oregon",1481935,2010
0500000US51570,"Colonial Heights city, Virginia",169640,2010
0500000US19049,"Dallas County, Iowa",649570,2010
0500000US45081,"Saluda County, South Carolina",221825,2010
0500000US39079,"Jackson County, Ohio",314835,2010
0500000US31023,"Butler County, Nebraska",82720,2010
0500000US53049,"Pacific County, Washington",165860,2010
0500000US13069,"Coffee County, Georgia",309320,2010
0500000US45077,"Pickens County, South Carolina",1126460,2010
0500000US31087,"Hitchcock County, Nebraska",20995,2010
0500000US48185,"Grimes County, Texas",271805,2010
0500000US13179,"Liberty County, Georgia",599920,2010
0500000US47179,"Washington County, Tennessee",1027860,2010
0500000US48043,"Brewster County, Texas",55260,2010
0500000US72137,"Toa Baja Municipio, Puerto Rico",1090060,2010
0500000US13251,"Screven County, Georgia",133890,2010
0500000US42043,"Dauphin County, Pennsylvania",2637385,2010
0500000US31105,"Kimball County, Nebraska",32810,2010
0500000US72087,"Loíza Municipio, Puerto Rico",338790,2010
0500000US08097,"Pitkin County, Colorado",172755,2010
0500000US18123,"Perry County, Indiana",188555,2010
0500000US51163,"Rockbridge County, Virginia",203255,2010
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",32480,2010
0500000US47047,"Fayette County, Tennessee",519645,2010
0500000US39015,"Brown County, Ohio",601445,2010
0500000US20057,"Ford County, Kansas",210990,2010
0500000US26005,"Allegan County, Michigan",1125250,2010
0500000US17171,"Scott County, Illinois",61785,2010
0500000US30109,"Wibaux County, Montana",5395,2010
0500000US48141,"El Paso County, Texas",6708170,2010
0500000US40045,"Ellis County, Oklahoma",34160,2010
0500000US13039,"Camden County, Georgia",480075,2010
0500000US26121,"Muskegon County, Michigan",1321910,2010
0500000US19033,"Cerro Gordo County, Iowa",333375,2010
0500000US28145,"Union County, Mississippi",265205,2010
0500000US41045,"Malheur County, Oregon",189020,2010
0500000US48317,"Martin County, Texas",37310,2010
0500000US22065,"Madison Parish, Louisiana",62250,2010
0500000US05031,"Craighead County, Arkansas",711495,2010
0500000US45053,"Jasper County, South Carolina",285450,2010
0500000US13259,"Stewart County, Georgia",60010,2010
0500000US19041,"Clay County, Iowa",121435,2010
0500000US19117,"Lucas County, Iowa",91825,2010
0500000US28055,"Issaquena County, Mississippi",11995,2010
0500000US48009,"Archer County, Texas",76725,2010
0500000US13265,"Taliaferro County, Georgia",19285,2010
0500000US06031,"Kings County, California",1137225,2010
0500000US38021,"Dickey County, North Dakota",32955,2010
0500000US38053,"McKenzie County, North Dakota",51720,2010
0500000US13083,"Dade County, Georgia",187700,2010
0500000US13255,"Spalding County, Georgia",709350,2010
0500000US17109,"McDonough County, Illinois",207525,2010
0500000US08073,"Lincoln County, Colorado",33500,2010
0500000US26113,"Missaukee County, Michigan",129705,2010
0500000US16063,"Lincoln County, Idaho",63820,2010
0500000US01033,"Colbert County, Alabama",502830,2010
0500000US26069,"Iosco County, Michigan",180020,2010
0500000US39175,"Wyandot County, Ohio",224345,2010
0500000US40041,"Delaware County, Oklahoma",381530,2010
0500000US39005,"Ashland County, Ohio",482760,2010
0500000US29081,"Harrison County, Missouri",79745,2010
0500000US36053,"Madison County, New York",737570,2010
0500000US72025,"Caguas Municipio, Puerto Rico",1494270,2010
0500000US22031,"De Soto Parish, Louisiana",308200,2010
0500000US39119,"Muskingum County, Ohio",842765,2010
0500000US06075,"San Francisco County, California",11916805,2010
0500000US17019,"Champaign County, Illinois",1583455,2010
0500000US29101,"Johnson County, Missouri",645825,2010
0500000US48455,"Trinity County, Texas",147650,2010
0500000US06111,"Ventura County, California",9153215,2010
0500000US20001,"Allen County, Kansas",103350,2010
0500000US21153,"Magoffin County, Kentucky",97760,2010
0500000US05023,"Cleburne County, Arkansas",213325,2010
0500000US17097,"Lake County, Illinois",9728920,2010
0500000US49005,"Cache County, Utah",792340,2010
0500000US13167,"Johnson County, Georgia",90980,2010
0500000US05091,"Miller County, Arkansas",335360,2010
0500000US31047,"Dawson County, Nebraska",163130,2010
0500000US48033,"Borden County, Texas",5285,2010
0500000US56039,"Teton County, Wyoming",164960,2010
0500000US12017,"Citrus County, Florida",1101015,2010
0500000US20055,"Finney County, Kansas",251720,2010
0500000US17003,"Alexander County, Illinois",80770,2010
0500000US13273,"Terrell County, Georgia",64925,2010
0500000US19111,"Lee County, Iowa",268650,2010
0500000US19169,"Story County, Iowa",834630,2010
0500000US26135,"Oscoda County, Michigan",56430,2010
0500000US17197,"Will County, Illinois",10133425,2010
0500000US48139,"Ellis County, Texas",1836565,2010
0500000US27079,"Le Sueur County, Minnesota",337735,2010
0500000US13021,"Bibb County, Georgia",1245340,2010
0500000US29171,"Putnam County, Missouri",41900,2010
0500000US31103,"Keya Paha County, Nebraska",4200,2010
0500000US48279,"Lamb County, Texas",93835,2010
0500000US06069,"San Benito County, California",700125,2010
0500000US47085,"Humphreys County, Tennessee",189010,2010
0500000US72003,"Aguada Municipio, Puerto Rico",235765,2010
0500000US28121,"Rankin County, Mississippi",1555725,2010
0500000US33011,"Hillsborough County, New Hampshire",5130130,2010
0500000US13311,"White County, Georgia",346065,2010
0500000US02230,"Skagway Municipality, Alaska",2740,2010
0500000US20169,"Saline County, Kansas",410515,2010
0500000US16015,"Boise County, Idaho",100980,2010
0500000US05063,"Independence County, Arkansas",308475,2010
0500000US38033,"Golden Valley County, North Dakota",12560,2010
0500000US19179,"Wapello County, Iowa",281435,2010
0500000US20201,"Washington County, Kansas",47495,2010
0500000US21165,"Menifee County, Kentucky",77210,2010
0500000US48045,"Briscoe County, Texas",14085,2010
0500000US47145,"Roane County, Tennessee",562045,2010
0500000US21205,"Rowan County, Kentucky",208910,2010
0500000US29083,"Henry County, Missouri",243990,2010
0500000US51177,"Spotsylvania County, Virginia",2183105,2010
0500000US02050,"Bethel Census Area, Alaska",37675,2010
0500000US17009,"Brown County, Illinois",33260,2010
0500000US12079,"Madison County, Florida",176950,2010
0500000US46019,"Butte County, South Dakota",90260,2010
0500000US51067,"Franklin County, Virginia",640225,2010
0500000US38103,"Wells County, North Dakota",23020,2010
0500000US19053,"Decatur County, Iowa",76735,2010
0500000US21155,"Marion County, Kentucky",159790,2010
0500000US21099,"Hart County, Kentucky",162935,2010
0500000US46037,"Day County, South Dakota",37600,2010
0500000US29089,"Howard County, Missouri",104280,2010
0500000US30101,"Toole County, Montana",35890,2010
0500000US13053,"Chattahoochee County, Georgia",60065,2010
0500000US37127,"Nash County, North Carolina",871355,2010
0500000US37141,"Pender County, North Carolina",561320,2010
0500000US46033,"Custer County, South Dakota",87710,2010
0500000US72085,"Las Piedras Municipio, Puerto Rico",266585,2010
0500000US26141,"Presque Isle County, Michigan",107735,2010
0500000US28027,"Coahoma County, Mississippi",170755,2010
0500000US13281,"Towns County, Georgia",87365,2010
0500000US37029,"Camden County, North Carolina",128725,2010
0500000US38037,"Grant County, North Dakota",23520,2010
0500000US29109,"Lawrence County, Missouri",330540,2010
0500000US37169,"Stokes County, North Carolina",575735,2010
0500000US04013,"Maricopa County, Arizona",41627935,2010
0500000US20091,"Johnson County, Kansas",5414870,2010
0500000US37019,"Brunswick County, North Carolina",998410,2010
0500000US39071,"Highland County, Ohio",455585,2010
0500000US06037,"Los Angeles County, California",121756560,2010
0500000US31099,"Kearney County, Nebraska",59880,2010
0500000US48249,"Jim Wells County, Texas",350200,2010
0500000US46049,"Faulk County, South Dakota",11360,2010
0500000US36115,"Washington County, New York",713465,2010
0500000US54097,"Upshur County, West Virginia",225110,2010
0500000US47091,"Johnson County, Tennessee",162705,2010
0500000US36021,"Columbia County, New York",710065,2010
0500000US08051,"Gunnison County, Colorado",101515,2010
0500000US05035,"Crittenden County, Arkansas",410185,2010
0500000US51139,"Page County, Virginia",352465,2010
0500000US27149,"Stevens County, Minnesota",52700,2010
0500000US29099,"Jefferson County, Missouri",3101850,2010
0500000US22025,"Catahoula Parish, Louisiana",134175,2010
0500000US27103,"Nicollet County, Minnesota",263685,2010
0500000US13127,"Glynn County, Georgia",641115,2010
0500000US47119,"Maury County, Tennessee",929690,2010
0500000US19101,"Jefferson County, Iowa",101400,2010
0500000US40053,"Grant County, Oklahoma",40255,2010
0500000US19029,"Cass County, Iowa",115850,2010
0500000US08099,"Prowers County, Colorado",80045,2010
0500000US24045,"Wicomico County, Maryland",1008035,2010
0500000US21111,"Jefferson County, Kentucky",7071465,2010
0500000US51115,"Mathews County, Virginia",129905,2010
0500000US06103,"Tehama County, California",478180,2010
0500000US08041,"El Paso County, Colorado",6042250,2010
0500000US31121,"Merrick County, Nebraska",75205,2010
0500000US48159,"Franklin County, Texas",96710,2010
0500000US17151,"Pope County, Illinois",52805,2010
0500000US39129,"Pickaway County, Ohio",575015,2010
0500000US54105,"Wirt County, West Virginia",69905,2010
0500000US12091,"Okaloosa County, Florida",1937555,2010
0500000US21151,"Madison County, Kentucky",852340,2010
0500000US01133,"Winston County, Alabama",223570,2010
0500000US37115,"Madison County, North Carolina",241655,2010
0500000US29187,"St. Francois County, Missouri",631635,2010
0500000US54047,"McDowell County, West Virginia",145965,2010
0500000US31085,"Hayes County, Nebraska",8705,2010
0500000US37107,"Lenoir County, North Carolina",529045,2010
0500000US31177,"Washington County, Nebraska",214220,2010
0500000US01077,"Lauderdale County, Alabama",877030,2010
0500000US55123,"Vernon County, Wisconsin",283670,2010
0500000US19087,"Henry County, Iowa",169145,2010
0500000US13159,"Jasper County, Georgia",203195,2010
0500000US40025,"Cimarron County, Oklahoma",14830,2010
0500000US50013,"Grand Isle County, Vermont",105835,2010
0500000US51131,"Northampton County, Virginia",89275,2010
0500000US47167,"Tipton County, Tennessee",808670,2010
0500000US26057,"Gratiot County, Michigan",350495,2010
0500000US28013,"Calhoun County, Mississippi",127045,2010
0500000US20167,"Russell County, Kansas",47260,2010
0500000US47073,"Hawkins County, Tennessee",527385,2010
0500000US48441,"Taylor County, Texas",952010,2010
0500000US19015,"Boone County, Iowa",271705,2010
0500000US20125,"Montgomery County, Kansas",242375,2010
0500000US01083,"Limestone County, Alabama",815815,2010
0500000US54075,"Pocahontas County, West Virginia",99215,2010
0500000US27073,"Lac qui Parle County, Minnesota",54990,2010
0500000US35027,"Lincoln County, New Mexico",130450,2010
0500000US49049,"Utah County, Utah",4025360,2010
0500000US02275,"Wrangell City and Borough, Alaska",13365,2010
0500000US27101,"Murray County, Minnesota",70995,2010
0500000US01107,"Pickens County, Alabama",202180,2010
0500000US17165,"Saline County, Illinois",205610,2010
0500000US39121,"Noble County, Ohio",120800,2010
0500000US48117,"Deaf Smith County, Texas",126955,2010
0500000US38007,"Billings County, North Dakota",8565,2010
0500000US54063,"Monroe County, West Virginia",163685,2010
0500000US35047,"San Miguel County, New Mexico",217880,2010
0500000US22115,"Vernon Parish, Louisiana",461745,2010
0500000US26011,"Arenac County, Michigan",164945,2010
0500000US27139,"Scott County, Minnesota",1687735,2010
0500000US18021,"Clay County, Indiana",309765,2010
0500000US31185,"York County, Nebraska",92520,2010
0500000US13139,"Hall County, Georgia",1932925,2010
0500000US02100,"Haines Borough, Alaska",7220,2010
0500000US48437,"Swisher County, Texas",45450,2010
0500000US29031,"Cape Girardeau County, Missouri",653960,2010
0500000US05099,"Nevada County, Arkansas",88225,2010
0500000US54045,"Logan County, West Virginia",289385,2010
0500000US40149,"Washita County, Oklahoma",96030,2010
0500000US72039,"Ciales Municipio, Puerto Rico",131500,2010
0500000US53065,"Stevens County, Washington",427480,2010
0500000US21033,"Caldwell County, Kentucky",103675,2010
0500000US18011,"Boone County, Indiana",586900,2010
0500000US46045,"Edmunds County, South Dakota",34240,2010
0500000US49029,"Morgan County, Utah",98730,2010
0500000US16057,"Latah County, Idaho",306305,2010
0500000US31163,"Sherman County, Nebraska",37455,2010
0500000US48153,"Floyd County, Texas",50760,2010
0500000US16051,"Jefferson County, Idaho",258045,2010
0500000US37123,"Montgomery County, North Carolina",270100,2010
0500000US20067,"Grant County, Kansas",41235,2010
0500000US48099,"Coryell County, Texas",627245,2010
0500000US20021,"Cherokee County, Kansas",180060,2010
0500000US47061,"Grundy County, Tennessee",111765,2010
0500000US13075,"Cook County, Georgia",157860,2010
0500000US47079,"Henry County, Tennessee",249525,2010
0500000US30013,"Cascade County, Montana",593030,2010
0500000US53043,"Lincoln County, Washington",93375,2010
0500000US13051,"Chatham County, Georgia",2339480,2010
0500000US41015,"Curry County, Oregon",110335,2010
0500000US34003,"Bergen County, New Jersey",12421195,2010
0500000US21173,"Montgomery County, Kentucky",250980,2010
0500000US13309,"Wheeler County, Georgia",32635,2010
0500000US28091,"Marion County, Mississippi",325965,2010
0500000US51580,"Covington city, Virginia",46310,2010
0500000US18075,"Jay County, Indiana",203275,2010
0500000US51087,"Henrico County, Virginia",3162345,2010
0500000US13029,"Bryan County, Georgia",375555,2010
0500000US51059,"Fairfax County, Virginia",16950295,2010
0500000US48027,"Bell County, Texas",2505220,2010
0500000US37145,"Person County, North Carolina",496930,2010
0500000US37099,"Jackson County, North Carolina",337475,2010
0500000US06045,"Mendocino County, California",651365,2010
0500000US28157,"Wilkinson County, Mississippi",73195,2010
0500000US53021,"Franklin County, Washington",585440,2010
0500000US29003,"Andrew County, Missouri",187190,2010
0500000US51720,"Norton city, Virginia",27040,2010
0500000US48179,"Gray County, Texas",144175,2010
0500000US48095,"Concho County, Texas",21655,2010
0500000US21071,"Floyd County, Kentucky",264055,2010
0500000US25011,"Franklin County, Massachusetts",847135,2010
0500000US13033,"Burke County, Georgia",238960,2010
0500000US01045,"Dale County, Alabama",425540,2010
0500000US06025,"Imperial County, California",1021355,2010
0500000US06021,"Glenn County, California",211830,2010
0500000US22071,"Orleans Parish, Louisiana",2873125,2010
0500000US30055,"McCone County, Montana",11600,2010
0500000US48037,"Bowie County, Texas",656320,2010
0500000US01061,"Geneva County, Alabama",268340,2010
0500000US01079,"Lawrence County, Alabama",363955,2010
0500000US21141,"Logan County, Kentucky",237880,2010
0500000US29189,"St. Louis County, Missouri",10612985,2010
0500000US54013,"Calhoun County, West Virginia",96870,2010
0500000US22043,"Grant Parish, Louisiana",243370,2010
0500000US27017,"Carlton County, Minnesota",333985,2010
0500000US38081,"Sargent County, North Dakota",31590,2010
0500000US12105,"Polk County, Florida",5937475,2010
0500000US05015,"Carroll County, Arkansas",203770,2010
0500000US41005,"Clackamas County, Oregon",4237150,2010
0500000US22005,"Ascension Parish, Louisiana",1242740,2010
0500000US16049,"Idaho County, Idaho",115700,2010
0500000US08003,"Alamosa County, Colorado",87465,2010
0500000US22069,"Natchitoches Parish, Louisiana",366555,2010
0500000US46085,"Lyman County, South Dakota",17905,2010
0500000US51550,"Chesapeake city, Virginia",2579510,2010
0500000US27001,"Aitkin County, Minnesota",156775,2010
0500000US45017,"Calhoun County, South Carolina",163325,2010
0500000US51810,"Virginia Beach city, Virginia",5045715,2010
0500000US53009,"Clallam County, Washington",541105,2010
0500000US55073,"Marathon County, Wisconsin",1228510,2010
0500000US72035,"Cayey Municipio, Puerto Rico",393190,2010
0500000US21197,"Powell County, Kentucky",127835,2010
0500000US55065,"Lafayette County, Wisconsin",191880,2010
0500000US13237,"Putnam County, Georgia",215565,2010
0500000US20023,"Cheyenne County, Kansas",15480,2010
0500000US19195,"Worth County, Iowa",73150,2010
0500000US45027,"Clarendon County, South Carolina",309720,2010
0500000US51013,"Arlington County, Virginia",3236970,2010
0500000US55127,"Walworth County, Wisconsin",1185410,2010
0500000US18067,"Howard County, Indiana",622490,2010
0500000US72075,"Juana Díaz Municipio, Puerto Rico",382845,2010
0500000US22127,"Winn Parish, Louisiana",155160,2010
0500000US27013,"Blue Earth County, Minnesota",569480,2010
0500000US45029,"Colleton County, South Carolina",465215,2010
0500000US54019,"Fayette County, West Virginia",419235,2010
0500000US08015,"Chaffee County, Colorado",100270,2010
0500000US13201,"Miller County, Georgia",49405,2010
0500000US47053,"Gibson County, Tennessee",450385,2010
0500000US05059,"Hot Spring County, Arkansas",335170,2010
0500000US20177,"Shawnee County, Kansas",1501235,2010
0500000US42111,"Somerset County, Pennsylvania",729230,2010
0500000US39099,"Mahoning County, Ohio",2078450,2010
0500000US45041,"Florence County, South Carolina",1209160,2010
0500000US16055,"Kootenai County, Idaho",1230030,2010
0500000US01027,"Clay County, Alabama",143540,2010
0500000US17111,"McHenry County, Illinois",4827410,2010
0500000US48405,"San Augustine County, Texas",78505,2010
0500000US05049,"Fulton County, Arkansas",97880,2010
0500000US19113,"Linn County, Iowa",1884595,2010
0500000US36121,"Wyoming County, New York",422880,2010
0500000US05027,"Columbia County, Arkansas",168300,2010
0500000US30077,"Powell County, Montana",48470,2010
0500000US22101,"St. Mary Parish, Louisiana",523180,2010
0500000US48487,"Wilbarger County, Texas",68040,2010
0500000US37023,"Burke County, North Carolina",780360,2010
0500000US27135,"Roseau County, Minnesota",120005,2010
0500000US17119,"Madison County, Illinois",2913335,2010
0500000US56019,"Johnson County, Wyoming",62775,2010
0500000US48169,"Garza County, Texas",24185,2010
0500000US53047,"Okanogan County, Washington",263025,2010
0500000US21209,"Scott County, Kentucky",448295,2010
0500000US27081,"Lincoln County, Minnesota",53045,2010
0500000US34019,"Hunterdon County, New Jersey",1999715,2010
0500000US48453,"Travis County, Texas",11402100,2010
0500000US20181,"Sherman County, Kansas",26520,2010
0500000US29009,"Barry County, Missouri",310130,2010
0500000US51183,"Sussex County, Virginia",125415,2010
0500000US72055,"Guánica Municipio, Puerto Rico",107630,2010
0500000US20015,"Butler County, Kansas",644530,2010
0500000US21113,"Jessamine County, Kentucky",490625,2010
0500000US42033,"Clearfield County, Pennsylvania",793595,2010
0500000US13269,"Taylor County, Georgia",66975,2010
0500000US01085,"Lowndes County, Alabama",136395,2010
0500000US19135,"Monroe County, Iowa",78470,2010
0500000US48235,"Irion County, Texas",24225,2010
0500000US31157,"Scotts Bluff County, Nebraska",268585,2010
0500000US51029,"Buckingham County, Virginia",117280,2010
0500000US48113,"Dallas County, Texas",27022260,2010
0500000US20007,"Barber County, Kansas",35260,2010
0500000US17117,"Macoupin County, Illinois",588160,2010
0500000US35043,"Sandoval County, New Mexico",1517190,2010
0500000US55017,"Chippewa County, Wisconsin",609435,2010
0500000US28113,"Pike County, Mississippi",339715,2010
0500000US47137,"Pickett County, Tennessee",66055,2010
0500000US49007,"Carbon County, Utah",143960,2010
0500000US49027,"Millard County, Utah",74795,2010
0500000US36123,"Yates County, New York",224270,2010
0500000US21043,"Carter County, Kentucky",306315,2010
0500000US28111,"Perry County, Mississippi",153580,2010
0500000US17007,"Boone County, Illinois",710895,2010
0500000US41053,"Polk County, Oregon",716275,2010
0500000US48241,"Jasper County, Texas",306855,2010
0500000US48389,"Reeves County, Texas",89385,2010
0500000US54005,"Boone County, West Virginia",234850,2010
0500000US26017,"Bay County, Michigan",964875,2010
0500000US26051,"Gladwin County, Michigan",234810,2010
0500000US37151,"Randolph County, North Carolina",1421810,2010
0500000US39055,"Geauga County, Ohio",1113575,2010
0500000US13267,"Tattnall County, Georgia",204790,2010
0500000US16011,"Bingham County, Idaho",360515,2010
0500000US55077,"Marquette County, Wisconsin",181195,2010
0500000US21067,"Fayette County, Kentucky",2839440,2010
0500000US55039,"Fond du Lac County, Wisconsin",976895,2010
0500000US12023,"Columbia County, Florida",509500,2010
0500000US24035,"Queen Anne's County, Maryland",757050,2010
0500000US72011,"Añasco Municipio, Puerto Rico",228270,2010
0500000US40151,"Woods County, Oklahoma",50660,2010
0500000US25005,"Bristol County, Massachusetts",6598370,2010
0500000US72101,"Morovis Municipio, Puerto Rico",226285,2010
0500000US34029,"Ocean County, New Jersey",7006095,2010
0500000US26153,"Schoolcraft County, Michigan",58910,2010
0500000US36065,"Oneida County, New York",1920090,2010
0500000US32005,"Douglas County, Nevada",460015,2010
0500000US18063,"Hendricks County, Indiana",1730460,2010
0500000US27019,"Carver County, Minnesota",1108655,2010
0500000US22119,"Webster Parish, Louisiana",403105,2010
0500000US39153,"Summit County, Ohio",5590415,2010
0500000US39027,"Clinton County, Ohio",463355,2010
0500000US30065,"Musselshell County, Montana",46275,2010
0500000US37087,"Haywood County, North Carolina",545860,2010
0500000US38067,"Pembina County, North Dakota",55320,2010
0500000US49023,"Juab County, Utah",100965,2010
0500000US51197,"Wythe County, Virginia",278625,2010
0500000US08117,"Summit County, Colorado",258510,2010
0500000US45025,"Chesterfield County, South Carolina",446300,2010
0500000US29197,"Schuyler County, Missouri",44690,2010
0500000US17067,"Hancock County, Illinois",193190,2010
0500000US47069,"Hardeman County, Tennessee",253465,2010
0500000US31101,"Keith County, Nebraska",60585,2010
0500000US54093,"Tucker County, West Virginia",85880,2010
0500000US20013,"Brown County, Kansas",76950,2010
0500000US01055,"Etowah County, Alabama",918995,2010
0500000US24037,"St. Mary's County, Maryland",1502740,2010
0500000US72021,"Bayamón Municipio, Puerto Rico",2481360,2010
0500000US28045,"Hancock County, Mississippi",478825,2010
0500000US30071,"Phillips County, Montana",25170,2010
0500000US48423,"Smith County, Texas",1818850,2010
0500000US51590,"Danville city, Virginia",318940,2010
0500000US17161,"Rock Island County, Illinois",1225305,2010
0500000US48251,"Johnson County, Texas",1851230,2010
0500000US51155,"Pulaski County, Virginia",323475,2010
0500000US72131,"San Sebastián Municipio, Puerto Rico",239075,2010
0500000US12009,"Brevard County, Florida",5298365,2010
0500000US20121,"Miami County, Kansas",448960,2010
0500000US48379,"Rains County, Texas",159555,2010
0500000US51685,"Manassas Park city, Virginia",269540,2010
0500000US19025,"Calhoun County, Iowa",76920,2010
0500000US31009,"Blaine County, Nebraska",4865,2010
0500000US48261,"Kenedy County, Texas",1870,2010
0500000US19003,"Adams County, Iowa",38885,2010
